id,date,title,text,author,tags,comic
280,2004-03-08,A Brief Index Of Difficulty,"
Shit damn Ninja Gaiden is hard, it's so hard that your friends will die.  It's also completely great - once you've gone a few levels, just start a new game real quick and take a look at the guys you thought were bad-asses before.  Those guys are feather pillows compared to the beasts and murderers you rub up against later. 


For a geek, my resistance to gadgets is extremely high.  I wish that I could say that it is because I know only too well the speed with which obsolescence grips that genre of consumer technology, making my reticence in this regard a function of great wisdom as regards largely unnecessary but indubitably sensual equipment, but that's not quite right.  I waited until Internet capable cell phones had large screens and full, comfortable keyboards before seriously considering one, which I thought exhibited the utmost restraint in the face of such pleasures.  Instead of it being particularly wise or pragmatic, it's more that I believe if I wait long enough they will eventually put all the devices that have caught my eye into the same machine.  I only want to go to the store once. 


I like my Hiptop quite a lot.  It's an excellent, ergonomic data device and a passable phone.  Jay-Z owns one, and I think of myself as tasting the player lifestyle each time I send a text message to my dogs.  Mainly, though, it's friendly.  It is never mean to you, and the way that it works makes sense to most people.  My wife Brenna has one and loves it, which is odd because she has said (perhaps not in as many words) that technology is a force for evil in our world.  That the Hiptop won her over is a feat all by its lonesome.  On the other hand, the idea of that phone as a fully functioning ""platform"" really hasn't materialized for end users.  There is a development kit available, but regular humans never really taste the fruits of those endeavors, and the company is too secretive about the future of the platform to interest me in waiting around.  The customization options common on even the most basic phones don't exist here.  Unfortunately, now I'm hooked on a large color screen and sizeable qwerty-style thumb-board.  I need something that does all the stuff I have now, only it's hooked into a major platform like Palm or PocketPC for apps and is more comfortable to hold against my face.     

      
Basically the MPx is the phone that springs fully formed from my head.  It can do every last Goddamn thing that occurs in your science fiction communicator wet dreams.  They aren't even saying how much it will cost yet, which is nice for me, because it lets me imagine I'm the kind of person who could own one.   


I have no idea why sites persist in utilizing RealMedia compression when there are viewers that molest a user's machine to a much lesser degree.  It would be one thing if installing Real's stuff didn't involve braving about four hundred menus, each one of them dense with peril, you can tell it not to do shit but none of those buttons are hooked up to anything.  Every now and and again I'll find a questionable video that I'm willing to install it for, but once the novelty of sex in zero G or the lego version of Star Wars wears off I uninstall immediately.  Well, there's a player that watches Real video that I don't mind leaving on anymore - check out the Real Alternative if you too are fatigued by the cycle I just described.  Apparently they also deal in Russian brides.  I wonder if there is a way that I could know true loneliness.  Oh, I know - I'll marry a foreign woman who secretly despises me.        


(CW)TB out.


like a river flowing around me
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/03/08/
281,2004-03-09,Pariah!,"
Digital Extremes just sent me a press release about their new title, Pariah. Generally I don’t post this sort of thing here but they attached some really cool screen shots. Here is a snippet from the release:



Top independent game development studio, Digital Extremes and global interactive game publisher, Groove Games today announced their partnership on a new first-person action game based on an original intellectual property created and owned by Digital Extremes. Best known for creating the multi-million unit selling Unreal® franchise, Digital Extremes has set the standard for fine-tuned gameplay and technologically impressive graphics in the first-person action genre. With such award-winning hits as Unreal Tournament and Unreal Championship, Digital Extremes is looking beyond the Unreal universe and is working to raise the bar again. The new game, ominously named Pariah™, has been quietly in production for the past two years and is currently planned for the Xbox® video game system from Microsoft and the personal computer.



And here are a couple shots of the game. 







Check out the official site if you want more info.


-Gabe out
",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2004/03/09/
282,2004-03-10,A Common Ailment,"
If the internal browser is any indication, they've really struck a chord with Unreal Tournament 2004's Onslaught.  It certainly struck a chord with me.        


I wouldn't say that it's as innovative as XMP, it doesn't take anywhere near the chances Unreal 2's Expanded Multiplayer does.  That's all well and good, but I never succeeded in converting any of my friends to its unique gameplay, not even after multiple weeks of evangelism.  Onslaught, on the other hand, doesn't require any speechifying.  There's only two tricks: using Link Guns to build or repair nodes, and capturing points that connect all the way to the enemy core.  I mean, there you go.  That's Onslaught.        


And who could say that the combination of large maps, vehicles, and fast action did not bring them back to the heady days of the original Tribes?  The upcoming Tribes: Vengeance excites at the mere mention of it, and though I bear considerable faith in Irrational it remains to be seen how exactly their interpretation will shake out.  In the meantime, though, I believe it is fair to think of Tribes as the pure product ingested at the finer clubs and Onslaught as the condensed, possibly adulterated substitute available on the street corner.


People seem happy to have Assault back as well, but if the other Assault maps are anything like the desert raid in the demo any official one requires an animated fly-by, voiceovers, and dialogue which makes them a good deal more work intensive than an Onslaught map - that might be why we only get six of them.  I could certainly be wrong, I hope not, but here goes:  it is my impression that Onslaught is going to be a very popular gametype for community map production.  Though the nine maps they included are certainly appreciated, it's my belief that the situation will be rectified in short order by talented enthusiasts and the official bonus packs which have garnered the UT series such acclaim.  After seeing the Community Bonus Pack for XMP, the level of workmanship and aesthetic power, my heart does titter when considering the outlandish scenarios we will soon play out in UT two-thousand four.   


I'm seriously considering pre-ordering it, which goes counter to my very blood but I don't want to miss out on those new Onslaught and Assault maps because the EB up here didn't order enough copies of a game that's clearly caught fire online.  It's a big decision and I might need to sleep on it. 


Just as an aside, I played a fair bit of Unreal Tournament - 2k3 and 2k4 both - at a LAN party for a friend of mine's dad.  That's what he wanted to do for his birthday, have a LAN party.  No, I'd never heard of it either.  Turns out his whole Goddamn family loves deathmatch.  A couple rounds of Onslaught later, they were linking beams and busting nodes like professionals.  Earlier that night (during a particularly frenetic round of Deathmatch on Phobos II) his mom chastised him, saying ""Clint, I think your mother deserves better than to be killed by the translocator.""  


That's really not something I ever expected to hear.    


(CW)TB out.


from the days of cheap gasoline
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/03/10/
283,2004-03-11,GAME OVER,"
I just got a mail from Jason Gavin, one of the guys behind the new show Game Over. He asked if I could pass along some info to you guys since tonight is the big premier of their show on UPN. Here is what he had to say:



We premiere tonight on UPN at 8 PM, and we have an encore show
Friday evening.  Our website is www.gameover.tv if you want more info.
Here's a USA Today article on us.



They hardy had any money for publicity so they are relying on word of mouth to let gamers know about the show. So tell your friends.
 


-Gabe out

",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2004/03/11/
284,2004-03-12,The Hipness Threshold,"
I was amazed to find that Charles was the most requested sketch at the Ubercon.  Why does the East love him so?  I have no idea.  At any rate, after our recent experience at the Apple Store it seemed like a good opportunity to utilize the character and (potentially) bring pleasure to an entire coast.   


If you want to coexist with different breeds of geeks, you need to adopt a value-neutral approach to the platforms.  So, while there are many conversations one can have regarding different computing methods, I typically do not choose to have them.  Gabriel and I no longer discuss God for the same reason - people express themselves via means as divergent as spirituality and operating systems, so as soon as the topic starts to get interesting it invariably becomes personal.  Obviously, that has a tendency to occlude rational dialogue.  There might have been a point where I had a surplus of energy to invest in philosophical cul-de-sacs.  I no longer remember it.


The way Apple projects its brand, however, has nothing to do with the underlying technology.  It could not be more divorced from it.  So if they want to create largely empty stores staffed exclusively by young hardbodies in ill-fitting t-shirts, it's open season.  Its possible that each manifestation of this chain does not resemble the others, that each one is not populated with the scrubbed, tousled young things of the sort one sees in serious teen dramas.  You'll forgive me if I don't believe that.  I'd say it's far more likely that there is a single Apple Store, connected by a series of geographically distinct portals.          


I don't put this out there to imply that the places I have to go to get technology or software are somehow superior, because they aren't.  They're horrid.  But at least I never feel underdressed.   


(CW)TB out.


the skin is white
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/03/12/
285,2004-03-15,"Torun Jax, Blind Jedi","
I mean, they fight using extrasensory perception.  Just because he can't read the back of a cereal box doesn't make him any less dangerous.     


I've had a couple weeks now with the Littermaid Plus, and I have to say that this is one of the worst designed consumer devices ever made.  I don't have any arguments with the concept - a machine that obviates the need to play with feline waste.  I'm onboard.  Men of science, please invent a machine that will collect and sequester the tiny pot roasts my cat leaves behind.  It is, however, a deeply ironic device, and it has lessons to teach us about sloth and human folly.  Indeed, this strange method of instruction is the only thing it accomplishes with any regularity.  What we learn through using the device is that life is sometimes difficult, and to try and mediate that fact invites the scorn of the universe.          


There is a sort of ""comb"" that trawls the litter, snaring the sweet surprises left within and theoretically deposting them into a sort of cat shit purgatory.  While mostly successful, the waste must first travel up a steep ramp, like the ones in extreme sports videos.  And sometimes it is flung out, as though by catapult, toward imaginary foes.         


The thing is, the device really doesn't have a lot of room in it for cats, which strikes me as a design flaw.  You would think they would try to put a cat in there, or find somebody who had a cat, shit, maybe just imagine a cat and try to design their litterbox around that hypothetical, hairy customer.  But they didn't.  Cats must situate themselves diagonally in order to make a deposit as it were, so the container at the end where it's all supposed to go fills up at the sides first and then boils over into your house.  This isn't even the worst problem.      


Cat pee and litter is like wet cement, it's like a new state of matter.  In an ordinary, non-robot litter box it has time to ""set"" so that you can remove it and then go do something that is important to you.  If, on the other hand, a mechanical arm reaches out and spreads it the length and breadth of the device, now you have a completely disgusting new task you could never have imagined in trade for the one you thought you were giving up forever.   


It is the sort of thing you would design if you had only a vague description of a cat and you didn't really give a fuck if it worked or not. 


(CW)TB out.


red war will fall on my enemies
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/03/15/
286,2004-03-17,Vietnam Is Actually Kind Of Complex,"
Jesus, so what do I talk about today?  UT2004 retail?  Battlefield Vietnam?  Pandora Tomorrow?  I know a shit ton about Pandora Tomorrow, I could probably go on all day.  The comic's about Battlefield, though - I suppose that's as good as anything.


I was poking around Battlefield Central when it became entirely clear the game was probably out, and I should go buy it.  The guy at the Northgate EB knows not to ask me if I preordered it, we have an understanding on the issue.  I told him once that maybe down in San Francisco they pre-order their games, and that's good enough if you live in San Francisco, but here in America we don't abide by that kind of nonsense.  He and I are resolved that it's a lifestyle choice, it's something I tolerate but I'll be God Damned if they make me equate it with a regular purchase.      


Battlefield 1942 is, I believe, second only to Counter-Strike in terms of its online popularity.  Unreal Tournament 2004 will make a splash I'd warrant, but B1942 is real, real big.  There are also demos available for it, if you have just returned from the mines of Pluto and are out of step with the interactive entertainment that has taken root while you sailed between worlds.  The reason I establish this is because I don't want to spend a whole post talking about Battlefield.    I don't want to be up here saying, ""Now, footballs can be distinguished from shuttlecocks in the following ways.""  There is some basic shit I expect you to know when you visit my site.  And if you do not, I will recoil from you, as though having touched the greasy, third-party gum beneath a barstool.


What we will be talking about are the points of distinction between the original Battlefield that so many people love, and this new contraption that will undoubtedly inspire a breadth of opinion.  We will not be piercing the moral quandaries at the heart of the conflict, discussing the military language of the period, or dealing with factual accounts of Vietnam.  Well, except for one thing:  my stepdad says that the way he and his guys would fish in 'Nam was to press a grenade with the pin pulled down into a jar of peanut butter.  They would then drop this jar from a great height via helicopter, and he tells me that when the jar hit the surface of the water and cracked, the grenade was released and the resultant shockwave of water, glass, shrapnel, and I assume peanut butter would either kill fish or just kick the shit out of them, causing them to float where they could be scooped up by the Huey.  Okay, that's all the facts.  No more, that's it.


If you purchase Battlefield Vietnam, install it, and then run it with the expectation that you will not be driving vehicles around on hilly terrain while you shoot guys, you will be in for a shock.  We are talking about an incremental shift in the way the game is played.  This may fill you with rage, and cause you to write a review of this nature.  Outside of some animation bugs and the fact that my American soldier can't stop speaking Vietnamese for some reason, I'm actually pretty happy with it.  They made some changes to the way the Conquest mode works that I think make it a better game.  But this is not Battlefield 2, and you will be disappointed if that is the context you see it in.


The ability of a single individual to run roughshod over the countryside, snaring points willy-nilly and generally pulling army-of-one style bullshit has been hampered somewhat.  The number of people you have at a given point determines how fast a point is captured, so moving groups of people into points is encouraged in ways that did not exist prior.  Going a step beyond the idea of mobile spawn points already introduced by mods and official expansions, there is a placeable spawn point that can be picked up by a helicopter and dropped off anywhere.  The North Vietnamese have a ""tunnel"" (a la C&C Generals' GLA) that they may move from place to place as well.  Helicopters aren't only limited to moving spawn points, of course - they can also grab vehicles and haul them to other parts of the map.  I think that's really hot, though it requires a level of player collaboration that I haven't seen much of in my first few rounds - I think people are still getting used to the game.        


The different boats, tanks, planes, and jeeps will probably be very familiar to you, and with the exception of heat-seeking rockets in the aircraft (or carried by NVA troops) you will not be caught off-guard.  On the other hand, the helicopters I mentioned are fairly significant - particularly if you have not played Desert Combat.  They may surprise you even if you have played the popular modern combat modification, because controlling them is a far more humane procedure in Battlefield Vietnam than you might be familiar with.  The Gamespot review refers to the difficulty of managing these craft, and while they might be difficult compared to jeeps, I only had to crash one or two before I got the hang of it.  To compare, flying helicopters in DC is like bending a spoon with your mind or trying to walk a tyrannosaur.  To say they are unwieldy is to have a good shot at Understatement Of The Year.  


The classes have been condensed significantly, down to a Soldier, an Engineer, an Anti-Armor, and a Sniper.  I'm all for it, there used to be too many - but it does create a balance issue Ivan talks about in the 1up review I mentioned earlier.  There is a US Anti-Armor class that gets a LAW as well as an M60, which is to say that they are Gods of Destruction.  Since the ""on foot"" gameplay has always been of a very high lethality index in this series, there's no reason not to just take this class every time and act as the agent of divine retribution.  Between your disposable rocket launcher and your heavy machinegun, you represent a buffet of death that is open twenty-four hours a day.       


The things that I like best about BV aren't related to gameplay so much as they are related to immersion.  Gameplay wise, we're talking about Battlefield 1942 with tufts of foliage and a few visual tweaks that look as though the engine has consented to modernity, albeit begrudgingly.  You can shoot from the passenger seat of jeeps, plant mortars like in Desert Combat...  It's fine.  Single player is garbage, just as it was in days of yore.  If they can rein in that glaring balance issue, it recommends itself pretty well at its thirty five dollar price point.  I think they have a sense internally about exactly how much we will pay for what is essentially an extremely professional mod.  


Sound-wise, though, the aural environment is extremely intense.  Weapons, vehicles, ambients, all accurate and genuine and harrowing.  They licensed several ""period"" songs for the title which perfect the presentation, and you will hear these songs blaring from helicopters as they pass by with full Doppler effect.  When you read about it, maybe it doesn't seem like much.  To actually bring up the song list in your vehicle online and choose a song that everybody can hear is a very powerful feature in practice.  You can play your own songs as well, but then other people couldn't hear them, and when you have the opportunity to alter the environment like that I don't know why you wouldn't choose to.                    


(CW)TB out.


it ain't me
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/03/17/
287,2004-03-19,Green Blackboards (And Other Anomalies),"
I'll go into it with much more specificity at a later date - maybe Monday - but Unreal Tournament 2004 is a great game and an almost ridiculous value.  It's only flaw isn't in code - it's in the human beings that feel like they have a license to say whatever they want because they bought the copy that includes a headset.  


No, today we're going to talk about Pandora Tomorrow.  I'm not supposed to talk about the single player portion, I guess.  All that does is make me want to, but I'm polite and I signed something.  I will say that it makes the original Splinter Cell look like a dry run.  


You might be curious to know how playing the new Pandora Tomorrow multi is like petting a cat.  Well, I'll tell you.  It is fun to pet cats, and cats certainly enjoy it, but mostly when you pet a cat you're doing it for yourself.  More than any other game I've played, and perhaps because of the very different roles involved, playing your best actually elevates the quality of the experience for your opponent.  You are almost working together, and in a strange way even collaborating on each round. 


It isn't like the raw competition you see in other online games - you can't compare it to CTF let's say, because each side in Pandora Tomorrow has such divergent goals and abilities.  What's more, getting your ass kicked over and over in CTF isn't enjoyable.  You each have the same equipment, so when they win it's like they're hitting you over the head with it.  When your opponent wins in this game, it's because they embodied that side's unique traits better than you did.  The trick is that if you are playing as the Shadownet spies and your Argus mercenary opponents are constantly running around with their headlamps on, planting proximity mines, setting Spy Traps, and maybe catching you with a phosphorescent grenade so that you leave glowing footprints, they are refining the properties of your spy experience considerably.  Simply by playing the game the best they can, the nastiest, they are dramatically improving the feeling of high-stakes espionage.  The same is true when you play Argus.  If spies are sneaking around the way they should be, deactivating sensors and cameras with their pistol, tracking you around the facility with Spy Bullets, disorienting you with flashbangs or (God forbid) actually grabbing you from behind and whispering sweet nothings, they are making it a better game.  


As the Spy, you want to feel like you are in a dangerous game where one false move will lay you low.  As the mercenary, you want competent prey that will test the strength of your defenses.  And you never feel more like your side when you're hiding behind a van in a parkade as the headlamp swings by you, or when you take one more look out the window and see your Shadownet opponent hanging from one hand from a ledge outside, pistol pointed into the room in an orchestrated moment of Woovian bliss.               


Like any other person who considers themselves hard-core, I initially found the four player limit the game imposes to be somewhat antique and unimaginative.  I can remember playing on servers for the original Tribes almost five years ago that supported a hundred and twenty-eight players - four is undeniably less.   It's only because I've played on the order of thirty rounds or so that I have a sense of what they they're getting at.  I've actually had friendly fire kills on the Mercenary side because the tension was so great that I shot at anything that moved on Motion Tracking mode.    


(Wait a second - have I talked about the Mercenary vision modes?  Let's get that out of the way.  Spies have the modes you associate with Splinter Cell already - night vision, and thermal.  Thermal is extremely useful in this game, as many levels have been created with its use in mind - Shadownets up above the ceiling looking down at mercenaries and tracking their movements as they go room to room.  Mercs aren't without their own tricks, though - hitting left on the d-pad activates Motion Tracking, which casts the entire screen in red - except for objects moving at a certain rate of speed.  In this way, you can observe an entire courtyard and immediately pick out the Spy if they should be foolish enough to make a break for it.  The reason I made a point of mentioning ""a certain rate of speed"" is that even if you are in motion tracking, a determined spy can sneak right up to you - right in front of your face - and remain invisible in that mode.  Or, another example.  I was deactivating a machine, I can't say what kind, but I was deactivating it good and proper.  A Mercenary walked right up by me and then proceeded to sort of hang out.  I wasn't sure if we were friends now, if he was just shy, I had no idea.  It turns out that the motion of deactivating it was so slight that it did not register on his visor.  He got wise just before I completed it though, and when I saw the headlamp come on I braced for the three round burst.  


The other advanced vision mode, Electromagnetic, casts everything in a light blue haze except for those items which produce electromagnetic fields.  So, televisions, pop machines, light fixtures, and even spies using their visors are plainly visible - in some cases, even through walls.  Remember the spy I mentioned, the one looking down through the ceiling on thermal?  I see him too, in this mode.  Spies can always ""go dark"" and shut down vision modes to avoid this, but they often need those modes to get around in the places they sneak through.  Mercs also get the headlamp I mentioned, in addition to a kind of laser rangefinder that can be swept through dark areas to find prey.  Okay, segue over.)


As I was saying, we were so flipped out by the combination of the huge, dark Subway section and the sounds of whistling wind and creaking iron that we actually shot each other in fear.  If everywhere you looked there was a spy, the proceedings would immediately devolve into a sort of high-tech bop-a-mole.  It needs to be important when you see the opposition, and in order for it to be important it can't be ubiquitous.  What's more, since it's four people tops, there should be tons of games out there - you might never have to play it with strangers if you don't want to.      


(CW)TB out.


there's a desert in my mouth
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/03/19/
288,2004-03-22,Herbs And Spices,"
If this is World of Warcraft in its beta form, then we would do well to fear the hybrid super heroin they will ultimately  unleash.  My propensity for ""crafting,"" if indeed that is an accurate term to describe clicking a button until some imaginary quantity is created, is well known - and this was before I was scanning the countryside in the style of Aragorn, selecting roots of a curative nature and making potions of various kinds while Gabriel was savagely mistreated by bears.       



Poring through celestial charts to determine the portents, muttering darkly over an altar slick with blood you might be tempted to think that it is World of Warcraft's purpose on this Earth to sanctify the MMOG genre, scouring it of the abusive, evil games which currently occupy the space.  The irony is that it is merely excellent, which may not alight on the high perch people have imagined for it. 


The word which constantly comes to my mind when considering the game is ""humane.""  I have quite a lot of patience for games of this type, I don't mind going to a town and asking every medieval jackhole I see where I can find the cathedral.  Gabe's not going to do that.  That sort of thing isn't fun for most people.  Gabe's going to cancel his account when he finds out that it takes twice the experience to get from this level to this level, or the materials you worked so hard to get are destroyed because of some arbitrary roll.  For you and me, hey, maybe we don't mind that kind of thing.  Maybe we hate ourselves already and see the genre as a way to work off spiritual debt, like a karmic gym.  Regular people, a definition I don't usually apply to Gabe, but whatever - regular people know that things like that are bullshit.  So why do we consent to them?  What's more, why do developers assail us with these notions?  Part of it is, I think, a twisted sense of tradition - the games before did it.  Part of it is that is keeps a person - a certain kind of person, at least - onboard for more suffering.  Maybe there's some kind of grind in the upper levels I haven't reached yet.  Maybe at level 30, you start losing experience when you die or some other antique convention of the genre.  I doubt it. 


In terms of raw polygonal power, the technology behind World of Warcraft does nothing to eradicate the state of the art - where the game excels is in the way it marshals those polygons toward realizing the world.  I was never one of the lucky Alpha players, so the only time I see Orcish architecture is from the back of a gryphon - they're testing the Alliance races at this point, think Gnomes, Dwarves, Night Elves and Humans.  Looking up from the road at the Dwarven city of Ironforge, you will be hard pressed to find fault in the view.  You can also see the tasteful (but hardly overpowering) details that light brings out of the environments, bringing the the stone surfaces in the foothills there into relief.  That area, called Dun Morogh, has details in the surface of the snow and stone roads that also take on this accent.  Now I'm getting wistful.  It is my opinion that they are specifically trying to do more with less, and with an art department is this strong they can make it work.  Buildings have an exaggerated, broadly drawn shape that evokes the sense of the whole building.  Also, with some chugging in huge towns or gryphon rides, you can play the game on a one gigahertz machine with a GeForce 2.  I mean really play it, not watch a slideshow entitled My Visit To Azeroth.  


I'm going to keep writing about this some more, this is just what is here now.  I played the game about thirty straight hours and I'm still decompressing the experience.


(CW)TB out.


she's addicted to nicotine patches
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/03/22/
289,2004-03-23,WoW,"
Every event today conspired against my writing this, except the one thing I wanted to do, which is play World of Warcraft.  My knowledge of the game world and its systems is not in any way encyclopedic - I was not in the Alpha, for example, so my character only has the experience and abilities I have been able to accrue since Friday's beta announcement.  However, it stands to reason that I might know some things that would interest you.    


For example, I know that the user interface is clean and sensible, everything in its place, nothing cluttered.  Somebody asked me about the usability of said interface, and I reminded them that the game was from Blizzard.  Don't be quick to discard that as some sort of fanboy bullet point.  The layout is professional, the menus are precise and direct without being didactic.  If you click on some item in your inventory, the slot it is supposed to go into lights up on your character sheet, that kind of thing.  Crafting menus are a great example of interface clarity, very similar from discipline to discipline, and as I have tried to communicate this is a screen I see a lot of.  Brother Farwall is a Paladin, that's true enough, but like Cadfael he can produce all manner of tinctures, unguents, and elixirs from common and uncommon herbs.  Please bring up the crafting interface in another window, I'm going to refer to it but I don't want to put it in-line.  We have enough trouble keeping things moving around here when I don't throw another fifty kilobytes into the page.


You can see at the top all the things I'm able to make - these are recipes that I purchased from an Alchemy trainer in one of the cities.  I should say ""mostly purchased,"" perhaps, because one of them - Minor Agility - is one I got from kicking this bear-man shaman motherfucker in his eldritch ass.  As soon as I could learn the recipe, I did.  Afterward, either because my skill increased or I'd learned something new, the gnarled Thornroot I collected began to also give me something called Swiftthistle.  So, here's a potion that I'd never heard of before, that uses a reagent I wasn't familiar with, and once I improved as an herbalist I began to recognize that it grew with another herb.  I'm made aware of these helpful plants by my Find Herbs skill - though such things exist there in the landscape for you to see with the naked eye, it can be helpful to have them highlighted within a certain radius.


You can also see what items I need to make the potions, and how many I currently have.  I'm almost out of the herbs I need to make the really cool stuff, but if you have what it takes to make something you see a number right there that indicates how many potions you have the ingredients for.  The color of each potion's name represents the difficulty of producing it, though I need to be clear - it is impossible to fail when crafting an item.  You do not fail, ever.  You might not succeed when gathering materials in the wild, but you're welcome to try again until you get it.  Difficulty simply determines the chance of your skill improving in a certain discipline, which itself  determines what recipes are available at the shop, or what herbs you can gather from the gameworld.  Imagine if you were trying to make a peanut butter and jelly sandwich, and in the process destroyed an entire loaf of bread and somehow the peanut butter got on your face.  That is how crafting works in other games. 


I push and process so much herb it's only a matter of time until the DEA brings the hammer down.  You don't have to wonder whether or not the work of my hands is popular with the party - though I can invoke the power of the Light to raise them from the dead, I certainly prefer my potions to do the work of keeping them from that state to begin with.  Paladins are decent healers, they'll do in a pinch, but the ability to crack out these one shot potions really expands my role in that regard.  I get them in trade for things other people in the crew make - Pork is handy with a hammer and anvil, and virtually everything I wear is made from the ore he finds with his mineral detection ability.  He's also able to make ""sharpening stones"" or ""weightstones,"" single use items that impart a temporary damage bonus to any weapon.   Gabe skins virtually every animal we put down, creating one-time use kits that improve any piece of armor permanently.  Those same beasts also produce lean cuts of meat, which Kara is able to cook (using cooking) on a fire (which he made with her Survival skill).  As an added bonus, sitting around the fire she made to cook things cuts down our downtime between fights, as it increases our Spirit which improves regeneration rates.         


Food and drink plays an important role in minimizing downtime.  There really isn't that much of it anyhow, but what there is can be shaved away by eating and drinking.  Just by sitting down and having a snack, player's health and mana regeneration rates skyrocket.  If you have a healer on top of that, I mean, there won't even be time to build the fire I was talking about.  You're already fighting monsters and having fun again.    


Often when you are fighting said monsters, you will also have some larger purpose as well.  You might have heard that the game is Quest focused, which is true to an extent - there are often many quests in a given area that are easy to find, because a gigantic exclamation point appears over a person's head.  Is the exclamation point silver?  That means they will have a quest for you when you are at a higher level.  Perhaps they have a question mark over their head - this means they're either the object of your quest, or you need to report back to them.  In addition to any experience you get from killing the monsters on these sojourns, you will get a bundle of XP - sometimes, a very significant bundle - in addition to cash money money, and sometimes even your choice of item.  When you start out, there are many quests right there that will start to introduce you first to the local area and then to the larger world, ultimately leading you to your capital city.  Some of these quests feel valid and communicate things about the region and the people in it, expanding what we know about Warcraft.  Some of these quests, eh, maybe not so fun.  There is a series near the Night Elven city of Auberdine that deal with devices called ""Buzzboxes"" which are the worst sort of ""kill these monsters, maybe they'll drop what you need, and then bring a whole bunch of these things somewhere else"" drudgery.  It's a crime the entire genre commits.  At least in WoW you're rewarded with a ton of experience and a truly awesome bag.        


This is part of what I meant by humane.  Yeah, we made you do sort of a boring quest, but Merry Christmas, here is the Experience Santa with a level for you.  You worked to get together all the stuff, you have enough skill to make it, so you can make it without failure.  Here's lots of food and drinks everywhere so you can actually play the game and not sit there fucking off for ten minutes or more.  Dying in these games sucks already, you have to run back to all the friends you just let down and explain why, in addition to the XP hit or whatever else.  In World of Warcraft, you run back to your body as a ghost - invisible to monsters,  and running at a greater speed.  In addition, you don't bind to a particular point - whatever lifestone equivalent is closest, that's where you spawn in.  If you don't want to run back to your corpse - or you haven't been raised by a party member or some polite stranger - then you need to pay some XP.  After the kindness they've shown in other areas, that's something I can make my peace with.    


I have to say, I really miss Final Fantasy XI's auction system.  I also miss the chocobos, but that's neither here nor there.  The ability to simply place an item up for sale at a given price and let the magic of that ethereal free market turn your garbage into money is even now giving an Econ major an erection.  Star Wars Galaxies, despite anything else people might say about it, has a pretty hot auction system as well.  Seeing people in World of Warcraft yapping in a public channel about their refuse seems archaic by comparison, because it is.  It's like a sports car that uses bicycle pedals for locomotion.  I heard there might be a more advanced system coming to bear in the future, and I guess I'd just like to put in a vote for that.   


(CW)TB
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/03/23/
290,2004-03-24,The Adventures Of Twisp And Catsby,"
We had hit up the View Askew site - partially because Kevin Smith is our lord and savior, but also because we were curious to see what information there was about the film Jersey Girl.  The movie in question apparently wasn't made for critics, which struck us as a rock-solid strategem.  This culminated in the direct application of that principle to our own work, which produced something very much like what we would have done anyway.  It may be impolite, but the weight of a perfect stranger's sour opinion on our work is approximately nothing.          


Apparently Kevin Smith has sold out though, claims the chorus, for producing a film which does not refer to oral sex.  The movie may be bad for any number of reasons, I honestly don't know - like many other people I have not seen it.  I don't know that I ever need to.  However, I'm not sure what selling out has to do with anything.  I have a feeling that Kevin Smith pretty much does whatever the fuck Kevin Smith wants to do.  Maybe you haven't seen Jay And Silent Fucking Bob Strike Back, where he and his friends just kind of fucked around while the cameras rolled.  Oh yeah, he's a part of the fucking machine.  


I have a feeling he's getting older and that he would like to make a different kind of movie than he has typically done.  Yet it falls upon people who don't know the man to determine his secret heart via their infallible methods of detection and find him wanting.   


We receive the same stern appraisals, which always grips me with consternation.  I honestly don't know what selling out is supposed to mean anymore, the term is leveled with such regularity.  I was under the impression that it meant that your principles were for sale, that an indeterminate sum had changed hands and now you were under command.  You can actually be a completely independent webcomic and not pass muster.  Now it appears to involve infractions of some impossibly austere, orthodox hipster code, complete with constant play-by-play analysis by psychic forum trolls and betrayed fans who gleefully plot the coordinates of your downward trajectory.      


Switching gears, I wrote a short poem about Scott Kurtz being eaten by a crocodile, entitled ""Someone Please Help, Scott Kurtz Is Being Eaten By A Crocodile.""  


""It hurts,"" thought Kurtz, while being chewed
""It is, of course, considered rude
To speak while one is eating, but
Mightn't one speak, when they are food?""


(CW)TB out.


you have to synthesize
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/03/24/
291,2004-03-25,SC:PT,"
Page 5 of our Splinter Cell:  Pandora Tomorrow comic book is online (Click on downloads). I do hope you enjoy it, now things are really starting to get intersting. 


-Gabe out
",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2004/03/25/
292,2004-03-26,OMG,"
Linguaphiles, start your engines.


(CW)TB
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/03/26/
